Taxa,RF Importance,NN Importance,IS stat,IS Site Label,IS P value,K
Bradyrhizobium,0.02397873779714747,-0.901604940070962,0.7974136492814524,Low,0.0,0
Rhizobium,0.42200166162656105,-1.0,0.7881540995980816,Low,0.0,0
Variovorax,0.156983347217614,0.7902177952673362,0.7846009489350242,High,0.0,0
Herbaspirillum,0.02315234655774726,0.5367717627907915,0.7662027485499521,High,0.0,0
Frigoribacterium,0.1769261754415564,-0.7424147321193335,0.7586130547527987,Low,0.0,0
Caulobacter,0.978862434795466,-0.9156954539564927,0.7417663658925463,Low,0.0,0
Cellulomonas,0.13047429123158819,-0.48317478863290586,0.7308254615561172,Low,0.0,0
Phyllobacterium,0.017999348344184967,0.43882900381469103,0.7068920854133591,High,0.0,0
Flavobacterium,0.033763092416238476,-0.7626671523272236,0.7007271465172482,Low,0.0,0
Rhodococcus,0.026738880696230767,-0.7191157674716507,0.6847219671196811,Low,0.0,0
Pseudoxanthomonas,0.05215794898699413,0.4729086229366731,0.6715870079605363,High,0.0,0
Microvirga,0.05114422697953634,0.5999782962681127,0.6670712086061621,High,0.0,0
Ensifer,0.040120045575953694,0.5898936206514945,0.6555408843262229,High,0.0,0
Rhodopseudomonas,0.07977867272811613,-0.9244034831318646,0.6454193328118212,Low,0.0,0
Bosea,0.023312280981306926,-0.42620163441628506,0.6271688490645557,Low,0.0,0
Luteolibacter,0.025661155434544534,-0.46575367984717264,0.6086946463604911,Low,0.0,0
Sphingomonas,0.11177468469680427,0.4913418220060883,0.6060023812149241,High,0.0,0
Skermanella,0.25315481542972423,0.7111618258440726,0.592006695227688,High,0.0,0
Blastococcus,0.06423556338466206,-0.39898799819058983,0.5827740961577899,Low,0.0,0
Mesorhizobium,0.014161599482985338,-0.6006232683477489,0.5407463007852706,Low,0.0,0
Ectothiorhodosinus,0.02039162350073946,-0.6810452993396768,0.5396501243764317,Low,0.0,0
Devosia,1.0,-0.6994397218293577,0.5067627001058663,Low,0.0,0
Sandaracinobacter,0.018277472144555645,0.7048276836094791,0.41952208259669166,High,0.0,0
Taibaiella,0.01594164979932096,-0.6395528601997973,0.3489792148176273,Low,0.0,0
Pseudolabrys,0.014336698810489067,-0.8525923722782388,0.17568209223157663,Low,0.03,0
Variovorax,0.1308733228849097,0.7590559378115673,0.7963880812703109,High,0.0,1
Rhizobium,0.1421104555284128,-1.0,0.7790660575030379,Low,0.0,1
Bradyrhizobium,0.014097673336061947,-0.8373186042054096,0.7725147486436538,Low,0.0,1
Herbaspirillum,0.013528605417838985,0.5595902378461229,0.7685499592105829,High,0.0,1
Frigoribacterium,0.08841398142261357,-0.7513558037776575,0.7678968221498438,Low,0.0,1
Caulobacter,1.0,-0.8099475573737235,0.750304372449563,Low,0.0,1
Cellulomonas,0.06284430614873646,-0.55236056562529,0.7387586255534336,Low,0.0,1
Phyllobacterium,0.02741689635529301,0.4869835065204484,0.7258624418835019,High,0.0,1
Flavobacterium,0.020714301470631337,-0.8365806571553287,0.7144659988333162,Low,0.0,1
Rhodococcus,0.013299546073835624,-0.7188915530929543,0.7054107893810344,Low,0.0,1
Microvirga,0.022409913215656076,0.6518418147710552,0.7024779262599912,High,0.0,1
Sphingomonas,0.06423302465928854,0.6738711271084794,0.667370168199252,High,0.0,1
Bosea,0.013409447389989244,-0.5239603781751673,0.6501992942101613,Low,0.005,1
Luteolibacter,0.020083281689253135,-0.5374031965543179,0.6436668685378323,Low,0.0,1
Pseudorhodoferax,0.009675480242202387,-0.6232321781144692,0.6265461649027667,Low,0.0,1
Ensifer,0.019580908402071752,0.5746295300280228,0.625995864621678,High,0.0,1
Rhodopseudomonas,0.012363092728155204,-0.8252633630498839,0.6197375226386325,Low,0.0,1
Skermanella,0.08243474882879659,0.6970142388129204,0.5973841047818574,High,0.0,1
Agromyces,0.010099491892432949,0.4684889676949667,0.5515779201461417,High,0.0,1
Advenella,0.007824353104703453,-0.405561994027019,0.5403897435279512,Low,0.0,1
Mesorhizobium,0.0075536206612360325,-0.3931372494116351,0.5300519445010453,Low,0.045,1
Ectothiorhodosinus,0.013535309339005843,-0.5175499413780256,0.5227271595106919,Low,0.0,1
Devosia,0.5268755033155181,-0.7391296532444354,0.5165158312628753,Low,0.0,1
Thiohalobacter,0.005941322642357126,-0.5540162852702493,0.41492237938196735,Low,0.0,1
Sandaracinobacter,0.012282927377951766,0.60501518989813,0.41282407850004643,High,0.0,1
Taibaiella,0.007028773228979795,-0.6278047555128482,0.37223713782539275,Low,0.0,1
Agaricicola,0.011477403050889097,-0.44517055869186295,0.36407906533045115,Low,0.01,1
Pirellula,0.07555239599309535,-0.6768151192676992,0.17622684421256035,Low,0.045,1
Variovorax,0.1438486710968882,0.7656574984789575,0.8022597278826561,High,0.0,2
Rhizobium,0.2635695580845935,-1.0,0.7891254514348082,Low,0.0,2
Bradyrhizobium,0.015931283998507417,-0.8749210262235841,0.7826969995327966,Low,0.0,2
Frigoribacterium,0.15250334581650193,-0.7348238936226338,0.7745323461854348,Low,0.0,2
Herbaspirillum,0.013091320797330401,0.5591273379787932,0.7707581575161079,High,0.0,2
Cellulomonas,0.08644411208754622,-0.5878980086443159,0.7440919088921197,Low,0.0,2
Caulobacter,0.6361542527130378,-0.6109649239906617,0.7240127849418052,Low,0.0,2
Flavobacterium,0.020100594084103574,-0.7810633488460443,0.7132076162370948,Low,0.0,2
Phyllobacterium,0.012226621308566329,0.452401730856565,0.7018772595075415,High,0.0,2
Microvirga,0.03138843647108359,0.6133599164342566,0.697873802619137,High,0.0,2
Rhodococcus,0.015231045776912979,-0.6919535817763951,0.6912186190977913,Low,0.0,2
Sphingomonas,0.07020535842382639,0.5429012646659538,0.6521304352559566,High,0.0,2
Ensifer,0.029527992896259677,0.5456258168250787,0.6479587755142855,High,0.0,2
Bosea,0.010020716096716302,-0.5537958870873783,0.6449120926976183,Low,0.0,2
Luteolibacter,0.01829620134254828,-0.5678527524910871,0.6380315544485589,Low,0.0,2
Pseudoxanthomonas,0.036400111128859824,0.38015436310880185,0.6329529145827576,High,0.015,2
Rhodopseudomonas,0.025198107092601497,-0.8183135019239531,0.6079144265244505,Low,0.0,2
Skermanella,0.10630410569771376,0.6159839157190178,0.5908809940591668,High,0.0,2
